"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04935","hsa04935","Growth hormone synthesis, secretion and action","7/170","117/6944",0.0243305570302358,0.366479015267926,0.347350715497445,"CACNA1D/CREB3L4/GHR/IGF1/IRS1/ITPR1/SOCS2",7
"hsa00830","hsa00830","Retinol metabolism","4/170","47/6944",0.0273221136242935,0.374574378783642,0.355023543114437,"ADH1B/PNPLA4/SDR16C5/UGT2B15",4
"hsa00280","hsa00280","Valine, leucine and isoleucine degradation","4/170","48/6944",0.0292546589669672,0.374574378783642,0.355023543114437,"ABAT/ACADSB/HMGCS2/MCCC2",4
"hsa04925","hsa04925","Aldosterone synthesis and secretion","6/170","96/6944",0.0298842799599588,0.374574378783642,0.355023543114437,"AGTR1/ATP1A2/CACNA1D/CREB3L4/ITPR1/NR4A2",6
"hsa05218","hsa05218","Melanoma","5/170","72/6944",0.0310850106874392,0.374574378783642,0.355023543114437,"HGF/IGF1/IGF1R/MDM2/POLK",5
"hsa00512","hsa00512","Mucin type O-glycan biosynthesis","3/170","29/6944",0.0330484543040095,0.37927035653649,0.359474415236595,"GALNT16/GALNT6/GALNT7",3
"hsa04726","hsa04726","Serotonergic synapse","6/170","106/6944",0.0451696801668627,0.465707911995936,0.441400379572475,"CACNA1D/CYP4X1/ITPR1/KCND2/KCNJ3/MAOA",6
"hsa04146","hsa04146","Peroxisome","5/170","81/6944",0.0478831800260091,0.465707911995936,0.441400379572475,"ACOX2/MPV17L/NUDT12/PEX11A/SLC27A2",5
"hsa00640","hsa00640","Propanoate metabolism","3/170","34/6944",0.0495630900598696,0.465707911995936,0.441400379572475,"ABAT/ACACB/ACSS3",3
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450","4/170","57/6944",0.0502423473522586,0.465707911995936,0.441400379572475,"ADH1B/ALDH3B2/GSTM3/UGT2B15",4
"hsa04730","hsa04730","Long-term depression","4/170","57/6944",0.0502423473522586,0.465707911995936,0.441400379572475,"GUCY1A2/IGF1/IGF1R/ITPR1",4
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction","13/170","326/6944",0.0560173908345432,0.474638116194691,0.449864473528054,"ADRA2A/AGTR1/CYSLTR1/EDNRB/F2RL2/GHR/GRIK3/GRP/NPY1R/PRLR/PTGER3/RLN2/THRB",13
"hsa04911","hsa04911","Insulin secretion","5/170","85/6944",0.056786309249011,0.474638116194691,0.449864473528054,"ATP1A2/CACNA1D/CREB3L4/KCNMA1/PCLO",5
"hsa00360","hsa00360","Phenylalanine metabolism","2/170","16/6944",0.0571141301645064,0.474638116194691,0.449864473528054,"ALDH3B2/MAOA",2
"hsa04974","hsa04974","Protein digestion and absorption","5/170","87/6944",0.0615723133657936,0.494630917371875,0.468813754399201,"ATP1A2/COL14A1/CPA3/CPB1/SLC7A8",5
"hsa04211","hsa04211","Longevity regulating pathway","5/170","88/6944",0.0640487691621174,0.497927528002267,0.471938299089286,"ADIPOQ/CREB3L4/IGF1/IGF1R/IRS1",5
"hsa04350","hsa04350","TGF-beta signaling pathway","5/170","89/6944",0.0665807136954455,0.501436000018824,0.475263647102357,"BMPR1B/DCN/FBN1/THSD4/ZFYVE16",5
"hsa04927","hsa04927","Cortisol synthesis and secretion","4/170","64/6944",0.0710276677286794,0.518717209776113,0.491642867531848,"AGTR1/CACNA1D/CREB3L4/ITPR1",4
"hsa04920","hsa04920","Adipocytokine signaling pathway","4/170","68/6944",0.0845985937118393,0.549732733312335,0.521039541947048,"ACACB/ADIPOQ/CD36/IRS1",4
"hsa04010","hsa04010","MAPK signaling pathway","11/170","284/6944",0.0881568522903467,0.549732733312335,0.521039541947048,"AREG/CACNA1D/CACNA2D1/DUSP4/ERBB4/HGF/IGF1/IGF1R/KITLG/MAPT/RPS6KA6",11
"hsa05215","hsa05215","Prostate cancer","5/170","97/6944",0.0888093770718913,0.549732733312335,0.521039541947048,"AR/CREB3L4/IGF1/IGF1R/MDM2",5
"hsa00514","hsa00514","Other types of O-glycan biosynthesis","3/170","44/6944",0.0921565119784408,0.549732733312335,0.521039541947048,"GALNT16/GALNT6/GALNT7",3
"hsa02010","hsa02010","ABC transporters","3/170","44/6944",0.0921565119784408,0.549732733312335,0.521039541947048,"ABCA8/ABCC11/ABCG1",3
"hsa04068","hsa04068","FoxO signaling pathway","6/170","128/6944",0.0935229961236752,0.549732733312335,0.521039541947048,"ATG12/IGF1/IGF1R/IRS1/MDM2/TNFSF10",6
"hsa04728","hsa04728","Dopaminergic synapse","6/170","128/6944",0.0935229961236752,0.549732733312335,0.521039541947048,"CACNA1D/CREB3L4/ITPR1/KCNJ3/KIF5C/MAOA",6
"hsa04915","hsa04915","Estrogen signaling pathway","6/170","128/6944",0.0935229961236752,0.549732733312335,0.521039541947048,"CREB3L4/ESR1/ITPR1/KCNJ3/PGR/TFF1",6
"hsa04614","hsa04614","Renin-angiotensin system","2/170","22/6944",0.100046318369785,0.574075303026621,0.544111556046197,"AGTR1/CPA3",2
"hsa04918","hsa04918","Thyroid hormone synthesis","4/170","73/6944",0.103201698634944,0.577745866273101,0.547590534969482,"ATP1A2/CREB3L4/ITPR1/LRP2",4
"hsa05214","hsa05214","Glioma","4/170","74/6944",0.107131152337148,0.577745866273101,0.547590534969482,"IGF1/IGF1R/MDM2/POLK",4
"hsa00340","hsa00340","Histidine metabolism","2/170","23/6944",0.107877858847674,0.577745866273101,0.547590534969482,"ALDH3B2/MAOA",2
"hsa04928","hsa04928","Parathyroid hormone synthesis, secretion and action","5/170","104/6944",0.111045214952866,0.581780365296538,0.551414454113775,"CREB3L4/GATA3/ITPR1/NR4A2/SLC9A3R1",5
"hsa04151","hsa04151","PI3K-Akt signaling pathway","12/170","340/6944",0.128510120155912,0.658956148033505,0.624562062123917,"AREG/CREB3L4/ERBB4/GHR/HGF/IGF1/IGF1R/IRS1/KITLG/MDM2/MYB/PRLR",12
"hsa00650","hsa00650","Butanoate metabolism","2/170","26/6944",0.132267285931032,0.664091998112056,0.629429847522674,"ABAT/HMGCS2",2
"hsa04961","hsa04961","Endocrine and other factor-regulated calcium reabsorption","3/170","53/6944",0.139643667869199,0.686818856254631,0.650970481796265,"ATP1A2/ESR1/RAB11A",3
"hsa04970","hsa04970","Salivary secretion","4/170","83/6944",0.14536930843001,0.700680066632649,0.664108209038152,"ATP1A2/GUCY1A2/ITPR1/KCNMA1",4
"hsa04261","hsa04261","Adrenergic signaling in cardiomyocytes","6/170","147/6944",0.151193639018449,0.713997556166599,0.676730594837965,"AGTR1/ATP1A2/CACNA1D/CACNA2D1/CREB3L4/SCN7A",6
"hsa04978","hsa04978","Mineral absorption","3/170","56/6944",0.157007057100464,0.713997556166599,0.676730594837965,"ATP1A2/SLC40A1/SLC46A1",3
"hsa04919","hsa04919","Thyroid hormone signaling pathway","5/170","118/6944",0.162585727192075,0.713997556166599,0.676730594837965,"ATP1A2/DIO1/ESR1/MDM2/THRB",5
"hsa05410","hsa05410","Hypertrophic cardiomyopathy (HCM)","4/170","88/6944",0.16862112892415,0.713997556166599,0.676730594837965,"CACNA1D/CACNA2D1/IGF1/SGCG",4
"hsa04213","hsa04213","Longevity regulating pathway - multiple species","3/170","59/6944",0.174997988022342,0.713997556166599,0.676730594837965,"IGF1/IGF1R/IRS1",3
"hsa00410","hsa00410","beta-Alanine metabolism","2/170","31/6944",0.175220357359835,0.713997556166599,0.676730594837965,"ABAT/ALDH3B2",2
"hsa04136","hsa04136","Autophagy - other","2/170","31/6944",0.175220357359835,0.713997556166599,0.676730594837965,"ATG12/PIK3C3",2
"hsa04020","hsa04020","Calcium signaling pathway","7/170","189/6944",0.180669080771142,0.713997556166599,0.676730594837965,"AGTR1/CACNA1D/CYSLTR1/EDNRB/ERBB4/ITPR1/PTGER3",7
"hsa00983","hsa00983","Drug metabolism - other enzymes","3/170","60/6944",0.181120045109772,0.713997556166599,0.676730594837965,"GSTM3/NAT1/UGT2B15",3
"hsa04270","hsa04270","Vascular smooth muscle contraction","5/170","124/6944",0.187187873407047,0.713997556166599,0.676730594837965,"AGTR1/CACNA1D/GUCY1A2/ITPR1/KCNMA1",5
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor","4/170","92/6944",0.188105940101046,0.713997556166599,0.676730594837965,"CX3CR1/IL20RA/IL6ST/TNFSF10",4
"hsa04630","hsa04630","JAK-STAT signaling pathway","6/170","158/6944",0.190439136587302,0.713997556166599,0.676730594837965,"GHR/IL20RA/IL6ST/PRLR/SOCS2/STAM2",6
"hsa05414","hsa05414","Dilated cardiomyopathy (DCM)","4/170","93/6944",0.193087784357665,0.713997556166599,0.676730594837965,"CACNA1D/CACNA2D1/IGF1/SGCG",4
"hsa01522","hsa01522","Endocrine resistance","4/170","94/6944",0.198110956130742,0.713997556166599,0.676730594837965,"ESR1/IGF1/IGF1R/MDM2",4
"hsa04713","hsa04713","Circadian entrainment","4/170","94/6944",0.198110956130742,0.713997556166599,0.676730594837965,"CACNA1D/GUCY1A2/ITPR1/KCNJ3",4
"hsa04929","hsa04929","GnRH secretion","3/170","63/6944",0.199819025401489,0.713997556166599,0.676730594837965,"CACNA1D/ITPR1/KCNJ3",3
"hsa04070","hsa04070","Phosphatidylinositol signaling system","4/170","96/6944",0.20827539689738,0.713997556166599,0.676730594837965,"CDS1/INPP4B/ITPR1/PIK3C3",4
"hsa00760","hsa00760","Nicotinate and nicotinamide metabolism","2/170","35/6944",0.210946414775348,0.713997556166599,0.676730594837965,"ENPP1/NUDT12",2
"hsa04144","hsa04144","Endocytosis","8/170","235/6944",0.217818982876606,0.713997556166599,0.676730594837965,"IGF1R/KIF5C/MDM2/PARD6B/RAB11A/STAM2/WWP1/ZFYVE16",8
"hsa00010","hsa00010","Glycolysis / Gluconeogenesis","3/170","66/6944",0.218954995640855,0.713997556166599,0.676730594837965,"ADH1B/ALDH3B2/FBP1",3
"hsa00072","hsa00072","Synthesis and degradation of ketone bodies","1/170","10/6944",0.219659574972987,0.713997556166599,0.676730594837965,"HMGCS2",1
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells","5/170","133/6944",0.226389186620279,0.713997556166599,0.676730594837965,"BMPR1B/IGF1/IGF1R/IL6ST/TBX3",5
"hsa05216","hsa05216","Thyroid cancer","2/170","37/6944",0.229077969501289,0.713997556166599,0.676730594837965,"POLK/RET",2
"hsa05031","hsa05031","Amphetamine addiction","3/170","68/6944",0.231916557978068,0.713997556166599,0.676730594837965,"CACNA1D/CREB3L4/MAOA",3
"hsa04910","hsa04910","Insulin signaling pathway","5/170","135/6944",0.235420428510624,0.713997556166599,0.676730594837965,"ACACB/FBP1/IRS1/PPP1R3C/SOCS2",5
"hsa00260","hsa00260","Glycine, serine and threonine metabolism","2/170","38/6944",0.238185079890078,0.713997556166599,0.676730594837965,"GATM/MAOA",2
"hsa01524","hsa01524","Platinum drug resistance","3/170","69/6944",0.238450194224447,0.713997556166599,0.676730594837965,"ATP7B/GSTM3/MDM2",3
"hsa04917","hsa04917","Prolactin signaling pathway","3/170","69/6944",0.238450194224447,0.713997556166599,0.676730594837965,"ESR1/PRLR/SOCS2",3
"hsa00130","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","1/170","11/6944",0.238791082364766,0.713997556166599,0.676730594837965,"NQO1",1
"hsa04922","hsa04922","Glucagon signaling pathway","4/170","102/6944",0.239607559648937,0.713997556166599,0.676730594837965,"ACACB/CREB3L4/FBP1/ITPR1",4
"hsa04140","hsa04140","Autophagy - animal","5/170","136/6944",0.239974282363048,0.713997556166599,0.676730594837965,"ATG12/IGF1R/IRS1/ITPR1/PIK3C3",5
"hsa00600","hsa00600","Sphingolipid metabolism","2/170","41/6944",0.265593023870782,0.764949114211391,0.725022746380746,"ASAH1/DEGS2",2
"hsa04973","hsa04973","Carbohydrate digestion and absorption","2/170","41/6944",0.265593023870782,0.764949114211391,0.725022746380746,"ATP1A2/CACNA1D",2
"hsa05224","hsa05224","Breast cancer","5/170","143/6944",0.272480515849177,0.764949114211391,0.725022746380746,"ESR1/IGF1/IGF1R/PGR/POLK",5
"hsa00071","hsa00071","Fatty acid degradation","2/170","42/6944",0.274737757357131,0.764949114211391,0.725022746380746,"ACADSB/ADH1B",2
"hsa04725","hsa04725","Cholinergic synapse","4/170","109/6944",0.277420627938675,0.764949114211391,0.725022746380746,"CACNA1D/CREB3L4/ITPR1/KCNJ3",4
"hsa05412","hsa05412","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","3/170","75/6944",0.27822301708844,0.764949114211391,0.725022746380746,"CACNA1D/CACNA2D1/SGCG",3
"hsa04724","hsa04724","Glutamatergic synapse","4/170","110/6944",0.28290648603206,0.764949114211391,0.725022746380746,"CACNA1D/GRIK3/ITPR1/KCNJ3",4
"hsa04921","hsa04921","Oxytocin signaling pathway","5/170","146/6944",0.286699225267078,0.764949114211391,0.725022746380746,"CACNA1D/CACNA2D1/GUCY1A2/ITPR1/KCNJ3",5
"hsa04913","hsa04913","Ovarian steroidogenesis","2/170","44/6944",0.293007085777187,0.764949114211391,0.725022746380746,"IGF1/IGF1R",2
"hsa04962","hsa04962","Vasopressin-regulated water reabsorption","2/170","44/6944",0.293007085777187,0.764949114211391,0.725022746380746,"CREB3L4/RAB11A",2
"hsa00053","hsa00053","Ascorbate and aldarate metabolism","1/170","14/6944",0.293432423788483,0.764949114211391,0.725022746380746,"UGT2B15",1
"hsa04150","hsa04150","mTOR signaling pathway","5/170","148/6944",0.296256270035012,0.764949114211391,0.725022746380746,"CAB39L/IGF1/IGF1R/IRS1/RPS6KA6",5
"hsa01521","hsa01521","EGFR tyrosine kinase inhibitor resistance","3/170","78/6944",0.298361895169588,0.764949114211391,0.725022746380746,"HGF/IGF1/IGF1R",3
"hsa00330","hsa00330","Arginine and proline metabolism","2/170","45/6944",0.302121518286881,0.766434588496194,0.726430686628845,"GATM/MAOA",2
"hsa05144","hsa05144","Malaria","2/170","46/6944",0.311216103915312,0.781282094204064,0.740503229710775,"CD36/HGF",2
"hsa04260","hsa04260","Cardiac muscle contraction","3/170","82/6944",0.325331162138157,0.79500320186604,0.753508166870193,"ATP1A2/CACNA1D/CACNA2D1",3
"hsa00910","hsa00910","Nitrogen metabolism","1/170","16/6944",0.327675325011277,0.79500320186604,0.753508166870193,"CA12",1
"hsa03460","hsa03460","Fanconi anemia pathway","2/170","48/6944",0.329328078843705,0.79500320186604,0.753508166870193,"POLI/POLK",2
"hsa05030","hsa05030","Cocaine addiction","2/170","49/6944",0.338337202468198,0.79500320186604,0.753508166870193,"CREB3L4/MAOA",2
"hsa05164","hsa05164","Influenza A","5/170","157/6944",0.339831971596998,0.79500320186604,0.753508166870193,"CALCOCO2/IL33/RAB11A/TMPRSS4/TNFSF10",5
"hsa05225","hsa05225","Hepatocellular carcinoma","5/170","157/6944",0.339831971596998,0.79500320186604,0.753508166870193,"GSTM3/HGF/IGF1R/NQO1/POLK",5
"hsa00061","hsa00061","Fatty acid biosynthesis","1/170","17/6944",0.344172899310943,0.79500320186604,0.753508166870193,"ACACB",1
"hsa00120","hsa00120","Primary bile acid biosynthesis","1/170","17/6944",0.344172899310943,0.79500320186604,0.753508166870193,"ACOX2",1
"hsa04979","hsa04979","Cholesterol metabolism","2/170","50/6944",0.347309931367388,0.79500320186604,0.753508166870193,"CD36/LRP2",2
"hsa00230","hsa00230","Purine metabolism","4/170","122/6944",0.349669458082159,0.79500320186604,0.753508166870193,"ADK/ENPP1/GUCY1A2/NUDT16",4
"hsa04727","hsa04727","GABAergic synapse","3/170","87/6944",0.359037320216474,0.803490078422496,0.761552072582143,"ABAT/CACNA1D/PLCL1",3
"hsa04060","hsa04060","Cytokine-cytokine receptor interaction","8/170","275/6944",0.360070242612571,0.803490078422496,0.761552072582143,"BMPR1B/CX3CR1/GHR/IL20RA/IL33/IL6ST/PRLR/TNFSF10",8
"hsa01212","hsa01212","Fatty acid metabolism","2/170","52/6944",0.365131972003784,0.807310139934972,0.765172746738977,"ACADSB/ELOVL5",2
"hsa00040","hsa00040","Pentose and glucuronate interconversions","1/170","19/6944",0.375970322910649,0.814451096560884,0.771940982545148,"UGT2B15",1
"hsa00770","hsa00770","Pantothenate and CoA biosynthesis","1/170","19/6944",0.375970322910649,0.814451096560884,0.771940982545148,"ENPP1",1
"hsa04015","hsa04015","Rap1 signaling pathway","6/170","203/6944",0.378500094667299,0.814451096560884,0.771940982545148,"HGF/IGF1/IGF1R/KITLG/PARD6B/VAV3",6
"hsa04024","hsa04024","cAMP signaling pathway","6/170","208/6944",0.400570925556964,0.852938527376238,0.808419569515806,"ATP1A2/CACNA1D/CREB3L4/NPY1R/PTGER3/VAV3",6
"hsa05202","hsa05202","Transcriptional misregulation in cancer","5/170","170/6944",0.403464697597059,0.852938527376238,0.808419569515806,"IGF1/IGF1R/MDM2/POLK/SIX1",5
"hsa00900","hsa00900","Terpenoid backbone biosynthesis","1/170","22/6944",0.420815094629863,0.866686209294191,0.821449693893162,"HMGCS2",1
"hsa04916","hsa04916","Melanogenesis","3/170","97/6944",0.425537969868848,0.866686209294191,0.821449693893162,"CREB3L4/EDNRB/KITLG",3
"hsa00062","hsa00062","Fatty acid elongation","1/170","23/6944",0.435039514438144,0.866686209294191,0.821449693893162,"ELOVL5",1
"hsa01040","hsa01040","Biosynthesis of unsaturated fatty acids","1/170","23/6944",0.435039514438144,0.866686209294191,0.821449693893162,"ELOVL5",1
"hsa04964","hsa04964","Proximal tubule bicarbonate reclamation","1/170","23/6944",0.435039514438144,0.866686209294191,0.821449693893162,"ATP1A2",1
"hsa04977","hsa04977","Vitamin digestion and absorption","1/170","23/6944",0.435039514438144,0.866686209294191,0.821449693893162,"SLC46A1",1
"hsa04514","hsa04514","Cell adhesion molecules (CAMs)","4/170","138/6944",0.438737417153076,0.866686209294191,0.821449693893162,"ALCAM/CLDN11/CNTNAP2/NEGR1",4
"hsa04723","hsa04723","Retrograde endocannabinoid signaling","4/170","138/6944",0.438737417153076,0.866686209294191,0.821449693893162,"CACNA1D/ITPR1/KCNJ3/MGLL",4
"hsa04625","hsa04625","C-type lectin receptor signaling pathway","3/170","100/6944",0.44506275638774,0.869177029405014,0.823810506140589,"EGR3/ITPR1/MDM2",3
"hsa04360","hsa04360","Axon guidance","5/170","179/6944",0.447211417619177,0.869177029405014,0.823810506140589,"BMPR1B/NTN4/PARD6B/SEMA3C/SLIT2",5
"hsa04720","hsa04720","Long-term potentiation","2/170","66/6944",0.483522194231067,0.932230790477496,0.883573188615928,"ITPR1/RPS6KA6",2
"hsa04520","hsa04520","Adherens junction","2/170","68/6944",0.499328955776264,0.955065701127615,0.905216235617788,"IGF1R/PTPRB",2
"hsa04934","hsa04934","Cushing syndrome","4/170","151/6944",0.508528946312985,0.959105361928999,0.909045047122048,"AGTR1/CACNA1D/CREB3L4/ITPR1",4
"hsa00030","hsa00030","Pentose phosphate pathway","1/170","29/6944",0.513380048501414,0.959105361928999,0.909045047122048,"FBP1",1
"hsa00860","hsa00860","Porphyrin and chlorophyll metabolism","1/170","29/6944",0.513380048501414,0.959105361928999,0.909045047122048,"UGT2B15",1
"hsa04115","hsa04115","p53 signaling pathway","2/170","71/6944",0.522454673468703,0.963936508934684,0.913624033364606,"IGF1/MDM2",2
"hsa01523","hsa01523","Antifolate resistance","1/170","30/6944",0.52534322879856,0.963936508934684,0.913624033364606,"SLC46A1",1
"hsa00562","hsa00562","Inositol phosphate metabolism","2/170","72/6944",0.530003951435,0.963936508934684,0.913624033364606,"INPP4B/PIK3C3",2
"hsa00500","hsa00500","Starch and sucrose metabolism","1/170","31/6944",0.537013991179851,0.963936508934684,0.913624033364606,"ENPP1",1
"hsa04971","hsa04971","Gastric acid secretion","2/170","73/6944",0.537472400423744,0.963936508934684,0.913624033364606,"ATP1A2/ITPR1",2
"hsa00051","hsa00051","Fructose and mannose metabolism","1/170","32/6944",0.548399441997068,0.963936508934684,0.913624033364606,"FBP1",1
"hsa04722","hsa04722","Neurotrophin signaling pathway","3/170","117/6944",0.549940246578269,0.963936508934684,0.913624033364606,"FRS2/IRS1/RPS6KA6",3
"hsa05220","hsa05220","Chronic myeloid leukemia","2/170","75/6944",0.552164540972361,0.963936508934684,0.913624033364606,"MDM2/POLK",2
"hsa03018","hsa03018","RNA degradation","2/170","76/6944",0.559387285348961,0.963936508934684,0.913624033364606,"NUDT16/TOB1",2
"hsa04530","hsa04530","Tight junction","4/170","161/6944",0.559500093526127,0.963936508934684,0.913624033364606,"CACNA1D/CLDN11/PARD6B/SLC9A3R1",4
"hsa05020","hsa05020","Prion diseases","1/170","34/6944",0.570341979991934,0.963936508934684,0.913624033364606,"C7",1
"hsa00250","hsa00250","Alanine, aspartate and glutamate metabolism","1/170","36/6944",0.591224333229575,0.963936508934684,0.913624033364606,"ABAT",1
"hsa04610","hsa04610","Complement and coagulation cascades","2/170","81/6944",0.594254994922415,0.963936508934684,0.913624033364606,"C7/F2RL2",2
"hsa04926","hsa04926","Relaxin signaling pathway","3/170","126/6944",0.600577795932481,0.963936508934684,0.913624033364606,"CREB3L4/EDNRB/RLN2",3
"hsa00513","hsa00513","Various types of N-glycan biosynthesis","1/170","38/6944",0.611097437540309,0.963936508934684,0.913624033364606,"MGAT4A",1
"hsa04012","hsa04012","ErbB signaling pathway","2/170","84/6944",0.614173433061022,0.963936508934684,0.913624033364606,"AREG/ERBB4",2
"hsa04540","hsa04540","Gap junction","2/170","84/6944",0.614173433061022,0.963936508934684,0.913624033364606,"GUCY1A2/ITPR1",2
"hsa04512","hsa04512","ECM-receptor interaction","2/170","85/6944",0.62064580974534,0.963936508934684,0.913624033364606,"CD36/NPNT",2
"hsa05210","hsa05210","Colorectal cancer","2/170","85/6944",0.62064580974534,0.963936508934684,0.913624033364606,"AREG/POLK",2
"hsa00620","hsa00620","Pyruvate metabolism","1/170","39/6944",0.620670770239143,0.963936508934684,0.913624033364606,"ACACB",1
"hsa04216","hsa04216","Ferroptosis","1/170","39/6944",0.620670770239143,0.963936508934684,0.913624033364606,"SLC40A1",1
"hsa04940","hsa04940","Type I diabetes mellitus","1/170","39/6944",0.620670770239143,0.963936508934684,0.913624033364606,"CPE",1
"hsa04975","hsa04975","Fat digestion and absorption","1/170","39/6944",0.620670770239143,0.963936508934684,0.913624033364606,"CD36",1
"hsa04371","hsa04371","Apelin signaling pathway","3/170","132/6944",0.63221101781267,0.963936508934684,0.913624033364606,"AGTR1/ITPR1/PIK3C3",3
"hsa05418","hsa05418","Fluid shear stress and atherosclerosis","3/170","132/6944",0.63221101781267,0.963936508934684,0.913624033364606,"BMPR1B/GSTM3/NQO1",3
"hsa04912","hsa04912","GnRH signaling pathway","2/170","87/6944",0.633340644521405,0.963936508934684,0.913624033364606,"CACNA1D/ITPR1",2
"hsa00380","hsa00380","Tryptophan metabolism","1/170","41/6944",0.63912021473627,0.963936508934684,0.913624033364606,"MAOA",1
"hsa05219","hsa05219","Bladder cancer","1/170","41/6944",0.63912021473627,0.963936508934684,0.913624033364606,"MDM2",1
"hsa05131","hsa05131","Shigellosis","5/170","223/6944",0.642707202834362,0.963936508934684,0.913624033364606,"ATG12/CALCOCO2/ITPR1/MDM2/PIK3C3",5
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection","4/170","180/6944",0.647944159256067,0.963936508934684,0.913624033364606,"IL6ST/ITPR1/PIK3C3/PREX1",4
"hsa03050","hsa03050","Proteasome","1/170","42/6944",0.648007591745517,0.963936508934684,0.913624033364606,"PSMA5",1
"hsa00564","hsa00564","Glycerophospholipid metabolism","2/170","91/6944",0.657737011657809,0.963936508934684,0.913624033364606,"CDS1/GPD1L",2
"hsa05203","hsa05203","Viral carcinogenesis","4/170","183/6944",0.660795355143327,0.963936508934684,0.913624033364606,"CREB3L4/EGR3/IL6ST/MDM2",4
"hsa04640","hsa04640","Hematopoietic cell lineage","2/170","92/6944",0.663630929436069,0.963936508934684,0.913624033364606,"CD36/KITLG",2
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels","2/170","92/6944",0.663630929436069,0.963936508934684,0.913624033364606,"IGF1/ITPR1",2
"hsa05016","hsa05016","Huntington disease","4/170","185/6944",0.669186812907772,0.963936508934684,0.913624033364606,"CREB3L4/DNAH5/DNALI1/ITPR1",4
"hsa00140","hsa00140","Steroid hormone biosynthesis","1/170","45/6944",0.6733851055682,0.963936508934684,0.913624033364606,"UGT2B15",1
"hsa04932","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","3/170","141/6944",0.676352577259935,0.963936508934684,0.913624033364606,"ADIPOQ/IRS1/XBP1",3
